# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:29 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
7845,5952309,K06636.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.905678252,4.6960000e-06,-4.6960000e-06,1.24900,0.14900,-0.14900,7.0400e+01,8.100e+00,-8.100e+00,0.007834,4.340000e-04,-6.600000e-04,3.35971,1.83061,-1.86614,0.78,2.300e-01,-8.000e-02,0.0181,,,1901.0,,,3074.42,2708.48,-898.25,6075.00,164.00,-201.00,4.501,0.052,-0.208,0.9090,0.2730,-0.0910,0.9570,0.1180,-0.1180
7846,5952457,K06637.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.905672916,3.9100000e-06,-3.9100000e-06,1.00000,0.15100,-0.15100,1.1040e+02,1.240e+01,-1.240e+01,0.009434,6.700000e-04,-7.060000e-04,7.91750,53.15115,-3.38033,0.76,7.000e-02,-7.000e-02,0.0164,,,1468.0,,,1096.04,366.38,-296.88,4949.00,151.00,-136.00,4.552,0.072,-0.044,0.7410,0.0650,-0.0720,0.7150,0.0930,-0.0500
7847,5962514,K06639.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.790046373,4.9360000e-06,-4.9360000e-06,4.99390,0.07940,-0.07940,1.4930e+05,1.306e+03,-1.306e+03,0.388484,9.408050e-01,-1.855500e-02,0.17350,0.43556,-0.01226,56.93,2.130e+01,-7.080e+00,0.0186,,,2541.0,,,9873.85,10934.21,-3490.55,6785.00,189.00,-283.00,4.321,0.058,-0.232,1.3420,0.5020,-0.1670,1.3740,0.2040,-0.2240
7848,5962716,K06640.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.804591904,1.2100000e-07,-1.2100000e-07,3.85009,0.00217,-0.00217,1.3730e+05,4.990e+01,-4.990e+01,0.488817,2.173800e-02,-1.363800e-02,0.51056,0.00261,-0.00861,80.87,1.532e+01,-1.377e+01,0.0314,,,1923.0,,,3221.97,1558.37,-1116.34,6271.00,75.00,-81.00,4.178,0.143,-0.117,1.5150,0.2870,-0.2580,1.2610,0.0940,-0.1170
7849,5966732,K06641.01,CANDIDATE,CANDIDATE,0.9650,1.400903699,8.3650000e-06,-8.3650000e-06,0.88300,0.17300,-0.17300,1.3650e+02,1.920e+01,-1.920e+01,0.010900,8.090000e-04,-9.930000e-04,16.78877,3.80877,-16.62950,1.16,3.400e-01,-1.100e-01,0.0248,,,1764.0,,,2284.73,1999.71,-696.16,6375.00,177.00,-244.00,4.474,0.065,-0.195,0.9750,0.2890,-0.0960,1.0330,0.1280,-0.1420
7850,5977541,K06642.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.140735280,2.4520000e-05,-2.4520000e-05,2.39400,0.52300,-0.52300,1.3500e+01,2.100e+00,-2.100e+00,0.003675,1.014000e-03,-4.060000e-04,0.22759,0.50618,-0.20720,0.68,1.400e-01,-1.400e-01,0.0252,,,3190.0,,,24512.67,16034.25,-11157.51,8847.00,247.00,-371.00,4.200,0.130,-0.159,1.6850,0.3660,-0.3300,1.6430,0.1410,-0.2280
7851,5977804,K06643.01,FALSE POSITIVE,FALSE POSITIVE,,3.319766830,5.3960000e-05,-5.3960000e-05,4.52300,0.83000,-0.83000,4.8000e+01,1.000e+01,-1.000e+01,0.006797,9.190000e-04,-5.210000e-04,0.11573,2.67712,-0.09690,0.70,2.600e-01,-9.000e-02,0.0418,,,1276.0,,,626.66,699.01,-198.75,6100.00,175.00,-181.00,4.438,0.090,-0.090,0.9400,0.3520,-0.1150,0.8830,0.1190,-0.0810
7852,6792124,K06770.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.528808170,1.9060000e-06,-1.9060000e-06,2.28650,0.09100,-0.09100,5.7700e+01,1.900e+00,-1.900e+00,0.007109,1.430000e-04,-2.930000e-04,0.36303,0.04758,-0.13135,1.84,3.400e-01,-6.400e-01,0.0141,,,3558.0,,,37880.12,21611.18,-23436.66,6224.00,171.00,-171.00,3.815,0.304,-0.095,2.3680,0.4430,-0.8220,1.3370,0.2180,-0.2660
7853,6804648,K06771.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.700606479,3.6420000e-06,-3.6420000e-06,0.99300,0.28500,-0.28500,2.3500e+01,4.100e+00,-4.100e+00,0.004549,1.815000e-03,-6.530000e-04,5.04418,109.08555,-4.65275,1.22,2.200e-01,-4.500e-01,0.0171,,,3312.0,,,28551.69,16084.64,-18382.91,6280.00,172.00,-172.00,3.795,0.304,-0.095,2.4490,0.4520,-0.9040,1.3660,0.2290,-0.2550
7854,6806632,K06772.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.469191607,5.8900000e-07,-5.8900000e-07,9.55999,0.00257,-0.00257,6.3502e+04,1.830e+01,-1.830e+01,0.245783,8.600000e-05,-2.000000e-05,0.11612,0.00035,-0.00051,49.17,2.171e+01,-1.087e+01,0.1131,,,1679.0,,,1875.84,2543.21,-924.35,9454.00,301.00,-414.00,4.244,0.108,-0.234,1.8320,0.8090,-0.4050,2.1440,0.4240,-0.4710
7855,6841577,K06773.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,15.537533780,9.1000000e-07,-9.1000000e-07,5.82620,0.00229,-0.00229,2.0901e+05,1.060e+02,-1.060e+02,0.431542,3.200000e-04,-9.600000e-05,1.69562,0.00411,-0.01346,40.90,9.950e+00,-5.370e+00,0.1142,,,694.0,,,54.73,39.35,-17.71,5704.00,154.00,-154.00,4.476,0.104,-0.169,0.8680,0.2110,-0.1140,0.8220,0.1070,-0.0710
7856,6842345,K06774.01,CANDIDATE,CANDIDATE,0.9460,17.381622400,1.2550000e-06,-1.2550000e-06,2.73456,0.00508,-0.00508,5.9099e+04,7.240e+01,-7.240e+01,0.238323,9.490000e-04,-5.240000e-04,8.16226,0.12325,-0.41505,26.55,7.700e+00,-4.140e+00,0.1300,,,756.0,,,77.09,67.29,-29.03,6116.00,183.00,-201.00,4.407,0.090,-0.195,1.0200,0.2960,-0.1590,0.9690,0.1410,-0.1150
7857,6852488,K06775.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.172042913,8.7900000e-07,-8.7900000e-07,8.03310,0.02400,-0.02400,1.5438e+05,3.200e+02,-3.200e+02,0.519997,1.257600e-02,-1.257300e-02,0.08833,0.00116,-0.00132,100.79,1.908e+01,-1.590e+01,0.0373,,,2169.0,,,5231.88,2467.49,-1694.32,7128.00,71.00,-85.00,4.105,0.115,-0.126,1.7750,0.3360,-0.2800,1.4610,0.1160,-0.1160
7858,6853172,K06776.01,CANDIDATE,CANDIDATE,0.9790,28.655498000,1.0630000e-03,-1.0630000e-03,8.58000,1.20000,-1.20000,1.7360e+02,2.200e+01,-2.200e+01,0.012090,9.230000e-04,-8.150000e-04,0.39302,0.11252,-0.29766,1.45,4.400e-01,-1.700e-01,0.1941,,,658.0,,,44.37,39.87,-15.08,6268.00,174.00,-239.00,4.429,0.052,-0.208,1.1000,0.3350,-0.1340,1.1880,0.1410,-0.1570
7859,6859546,K06777.01,CANDIDATE,CANDIDATE,0.7180,13.445017400,1.2610000e-04,-1.2610000e-04,2.11800,0.24600,-0.24600,1.9620e+02,2.900e+01,-2.900e+01,0.013056,5.080000e-04,-1.865000e-03,7.66906,8.75919,-2.78614,1.08,1.000e-01,-1.000e-01,0.1006,,,606.0,,,31.92,11.17,-8.79,5003.00,151.00,-151.00,4.553,0.061,-0.050,0.7590,0.0720,-0.0720,0.7500,0.0850,-0.0570
7860,8460634,K07887.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.352164750,9.1350000e-05,-9.1350000e-05,3.25100,0.30300,-0.30300,1.8570e+02,1.990e+01,-1.990e+01,0.012142,8.730000e-04,-7.900000e-04,1.53049,0.25146,-0.86366,18.10,3.460e+00,-3.830e+00,0.0848,,,2698.0,,,12523.45,5874.42,-5370.43,4820.00,43.00,-100.00,2.471,0.027,-0.033,13.6540,2.6040,-2.8930,2.0090,0.8320,-0.6660
7861,7671594,K06902.01,FALSE POSITIVE,FALSE POSITIVE,,0.705174384,9.4000000e-08,-9.4000000e-08,1.11196,0.00744,-0.00744,3.7523e+05,1.728e+03,-1.728e+03,13.434557,1.041306e+00,-3.636066e+00,818.96362,180.83362,-282.55469,366.76,7.336e+01,-7.335e+01,0.0097,,,751.0,,,75.23,39.71,-29.89,3354.00,50.00,-50.00,5.031,0.060,-0.060,0.2500,0.0500,-0.0500,0.2450,0.0500,-0.0500
7862,7677005,K06903.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,38.058140058,2.5340000e-06,-2.5340000e-06,8.82403,0.00292,-0.00292,3.0887e+05,8.640e+01,-8.640e+01,0.607287,2.443000e-03,-3.043000e-03,1.51156,0.00103,-0.00600,94.10,2.189e+01,-1.459e+01,0.2422,,,736.0,,,69.39,46.43,-26.57,6894.00,164.00,-247.00,4.250,0.092,-0.138,1.4190,0.3300,-0.2200,1.3170,0.1500,-0.1870
7863,7687365,K06904.01,CANDIDATE,CANDIDATE,,26.155676700,3.3360000e-04,-3.3360000e-04,1.54200,0.35700,-0.35700,2.9500e+02,7.630e+01,-7.630e+01,0.015481,2.732000e-03,-2.315000e-03,60.54705,227.63109,-57.47594,1.28,2.800e-01,-1.000e-01,0.1594,,,501.0,,,14.92,10.18,-3.66,5204.00,171.00,-139.00,4.573,0.037,-0.037,0.7600,0.1640,-0.0630,0.7870,0.1130,-0.0730
7864,7691527,K06905.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.800232532,5.4400000e-07,-5.4400000e-07,3.57105,0.00480,-0.00480,2.7700e+05,2.520e+02,-2.520e+02,0.589555,1.470000e-02,-1.682700e-02,2.68472,0.15009,-0.04086,48.67,1.017e+01,-3.600e+00,0.0520,,,941.0,,,184.84,119.52,-44.68,5591.00,169.00,-169.00,4.590,0.043,-0.136,0.7560,0.1580,-0.0560,0.8120,0.0890,-0.0710
7865,7695445,K06906.01,FALSE POSITIVE,FALSE POSITIVE,,1.743366270,2.7890000e-05,-2.7890000e-05,10.40500,0.77000,-0.77000,4.5100e+02,2.870e+01,-2.870e+01,0.870432,2.755000e-03,-6.174450e-01,0.04175,0.00027,-0.02611,140.49,8.554e+01,-2.995e+01,0.0308,,,2029.0,,,4006.15,7393.99,-1866.64,6640.00,159.00,-241.00,4.208,0.141,-0.141,1.4780,0.9000,-0.3150,1.2910,0.2840,-0.2360
7866,7700500,K06907.01,CANDIDATE,CANDIDATE,0.9090,4.606877170,8.5060000e-05,-8.5060000e-05,2.29500,0.36100,-0.36100,2.5870e+02,4.370e+01,-4.370e+01,0.014650,1.169000e-03,-1.808000e-03,2.81432,2.49465,-2.79204,1.14,1.200e-01,-1.200e-01,0.0482,,,865.0,,,132.78,57.50,-39.27,5110.00,194.00,-176.00,4.582,0.061,-0.055,0.7110,0.0790,-0.0710,0.7040,0.0930,-0.0500
7867,7700578,K06908.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.507100589,4.2990000e-06,-4.2990000e-06,5.80970,0.01160,-0.01160,4.9766e+05,9.460e+02,-9.460e+02,0.687126,3.576000e-03,-5.203000e-03,0.33794,0.00091,-0.00375,131.16,3.789e+01,-3.407e+01,0.0288,,,2378.0,,,7555.78,6432.98,-4106.75,6919.00,190.00,-309.00,4.099,0.190,-0.171,1.7480,0.5050,-0.4540,1.4060,0.2020,-0.2690
7868,7707736,K06909.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.758355704,5.5400000e-07,-5.5400000e-07,4.41350,0.05400,-0.05400,9.5683e+03,7.610e+01,-7.610e+01,0.102661,6.270000e-04,-6.970000e-04,0.07714,0.00133,-0.00218,8.78,2.040e+00,-6.900e-01,0.0155,,,1765.0,,,2292.94,1627.29,-545.55,5629.00,169.00,-152.00,4.586,0.036,-0.144,0.7830,0.1820,-0.0610,0.8750,0.0880,-0.0970
7869,7733540,K06910.01,FALSE POSITIVE,FALSE POSITIVE,,0.772586080,,,2.70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,8411947,K07034.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.898837525,1.9900000e-07,-1.9900000e-07,3.53420,0.01240,-0.01240,3.9978e+05,9.960e+02,-9.960e+02,0.648402,1.438900e-02,-1.874300e-02,0.79017,0.00743,-0.02722,57.14,8.570e+00,-6.230e+00,0.0168,,,1615.0,,,1609.86,833.10,-501.74,5284.00,185.00,-185.00,4.518,0.081,-0.099,0.8070,0.1210,-0.0880,0.7830,0.1040,-0.0700
7871,8414159,K07035.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,11.931131598,3.5700000e-07,-3.5700000e-07,5.56983,0.00136,-0.00136,3.0051e+05,3.620e+01,-3.620e+01,0.892422,1.362100e-02,-1.937700e-02,2.32121,0.02158,-0.05108,93.46,2.602e+01,-1.111e+01,0.1003,,,831.0,,,112.47,92.09,-35.19,6089.00,165.00,-183.00,4.449,0.084,-0.196,0.9590,0.2670,-0.1140,0.9420,0.1190,-0.1080
7872,8414216,K07036.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,11.931379920,9.6720000e-05,-9.6720000e-05,3.63900,0.17900,-0.17900,1.2210e+02,9.700e+00,-9.700e+00,0.010150,3.980000e-04,-6.220000e-04,1.64168,0.71339,-0.46356,0.56,3.000e-02,-3.000e-02,0.0819,,,415.0,,,7.00,1.07,-1.09,3787.00,51.00,-51.00,4.742,0.032,-0.017,0.5050,0.0230,-0.0280,0.5140,0.0250,-0.0230
7873,8415863,K07037.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,27.533803402,5.5900000e-07,-5.5900000e-07,3.96227,0.00291,-0.00291,4.8153e+04,5.000e+00,-5.000e+00,0.284347,1.419200e-02,-3.229000e-03,2.80161,0.02996,-0.05713,50.02,1.230e+01,-1.847e+01,0.1825,,,777.0,,,85.95,65.69,-56.38,5925.00,193.00,-211.00,4.052,0.350,-0.150,1.6110,0.3960,-0.5950,1.0660,0.1630,-0.1630
7874,8423903,K07038.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,12.496434600,2.2130000e-04,-2.2130000e-04,84.32000,1.20000,-1.20000,2.7170e+02,2.500e+00,-2.500e+00,0.185632,3.648400e-02,-1.156570e-01,0.00021,0.00002,-0.00006,55.34,1.084e+01,-2.530e+01,0.1267,,,1397.0,,,899.44,536.52,-676.12,6821.00,190.00,-286.00,3.805,0.390,-0.130,2.7300,0.5350,-1.2480,1.7330,0.1570,-0.4400
7875,8429450,K07039.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.352576807,1.5600000e-07,-1.5600000e-07,5.49531,0.00583,-0.00583,3.1748e+05,2.550e+02,-2.550e+02,0.612852,7.395000e-03,-7.753000e-03,0.28006,0.00113,-0.00389,161.02,3.259e+01,-7.603e+01,0.0270,,,2866.0,,,15932.27,10104.48,-12184.18,6881.00,214.00,-285.00,3.831,0.456,-0.114,2.4060,0.4870,-1.1360,1.4300,0.1990,-0.3690
7876,8442795,K07040.01,CANDIDATE,CANDIDATE,,502.206420000,4.7420000e-02,-4.7420000e-02,9.39000,1.60000,-1.60000,4.4790e+02,8.520e+01,-8.520e+01,0.027256,4.854000e-03,-1.052300e-02,0.14869,30.05113,-0.07371,2.18,7.600e-01,-1.100e-01,1.1522,,,212.0,,,0.48,0.49,-0.10,6018.00,182.00,-164.00,4.615,0.024,-0.024,0.7330,0.2550,-0.0380,0.8070,0.0690,-0.0670
7877,8443812,K07041.01,CANDIDATE,CANDIDATE,0.8880,8.361373200,1.3080000e-04,-1.3080000e-04,3.64900,0.38000,-0.38000,1.0470e+02,1.320e+01,-1.320e+01,0.009364,6.890000e-04,-6.950000e-04,1.48468,0.28719,-0.89118,0.79,1.200e-01,-9.000e-02,0.0720,,,793.0,,,93.31,46.67,-29.43,5470.00,180.00,-163.00,4.509,0.105,-0.105,0.7770,0.1150,-0.0940,0.7100,0.1030,-0.0370
7878,8445775,K07042.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.254134073,7.3300000e-07,-7.3300000e-07,4.34991,0.00182,-0.00182,4.4980e+04,1.640e+01,-1.640e+01,0.373137,1.106860e-01,-7.874000e-03,0.94010,0.02765,-0.00542,58.51,1.602e+01,-1.956e+01,0.1086,,,990.0,,,227.51,188.61,-139.47,6175.00,188.00,-206.00,4.111,0.319,-0.147,1.4360,0.3930,-0.4800,0.9700,0.1470,-0.1200
7879,9397900,K07169.01,CANDIDATE,CANDIDATE,0.7290,10.511377900,4.0060000e-04,-4.0060000e-04,4.74000,0.86200,-0.86200,2.9900e+01,3.800e+00,-3.800e+00,0.005070,1.680000e-04,-5.900000e-04,0.79804,2.58571,-0.52675,0.72,2.300e-01,-1.200e-01,0.0992,,,1052.0,,,289.46,263.92,-117.48,6575.00,181.00,-250.00,4.278,0.124,-0.201,1.3050,0.4040,-0.2180,1.1820,0.1880,-0.1690
7880,9411943,K07170.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.922009494,6.2500000e-07,-6.2500000e-07,3.10100,0.01410,-0.01410,6.5478e+03,2.660e+01,-2.660e+01,0.409510,3.523320e-01,-1.674190e-01,0.11016,0.03886,-0.01291,48.61,1.382e+01,-1.006e+01,0.0287,,,1596.0,,,1534.66,1279.75,-679.43,5880.00,158.00,-175.00,4.296,0.225,-0.184,1.0870,0.3090,-0.2250,0.8540,0.1280,-0.0690
7881,9412462,K07171.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.186578749,5.0900000e-07,-5.0900000e-07,10.63040,0.00441,-0.00441,3.4067e+05,7.450e+01,-7.450e+01,0.674320,2.382000e-03,-8.419000e-03,0.26068,0.00038,-0.00253,67.45,1.679e+01,-9.060e+00,0.0875,,,793.0,,,93.53,70.58,-30.65,5557.00,166.00,-149.00,4.448,0.108,-0.175,0.9160,0.2280,-0.1230,0.8590,0.1110,-0.0740
7882,9418994,K07172.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,32.003815635,5.7980000e-06,-5.7980000e-06,4.31197,0.00748,-0.00748,1.7120e+04,2.630e+01,-2.630e+01,0.406353,4.203500e-02,-4.361200e-02,1.09929,0.00749,-0.02394,180.25,5.005e+01,-1.252e+02,0.2370,,,960.0,,,201.25,175.18,-185.16,5260.00,182.00,-200.00,3.459,0.808,-0.202,4.0620,1.1280,-2.8210,1.7300,0.2010,-0.8020
7883,9451096,K07173.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.250390814,6.2000000e-08,-6.2000000e-08,3.71840,0.00136,-0.00136,2.3117e+05,4.160e+01,-4.160e+01,0.558222,4.853000e-03,-5.599000e-03,0.61316,0.00859,-0.00627,101.37,2.628e+01,-3.938e+01,0.0229,,,2367.0,,,7420.89,5904.33,-5051.36,6297.00,199.00,-244.00,4.006,0.385,-0.137,1.6630,0.4310,-0.6460,1.0230,0.1520,-0.1520
7884,9458266,K07174.01,CANDIDATE,CANDIDATE,0.8010,1.584878980,1.4710000e-05,-1.4710000e-05,1.79100,0.23300,-0.23300,4.2900e+01,6.000e+00,-6.000e+00,0.006011,4.450000e-04,-5.730000e-04,1.81544,1.89202,-0.85646,0.37,3.000e-02,-4.000e-02,0.0218,,,943.0,,,187.91,62.01,-56.77,4201.00,127.00,-140.00,4.675,0.065,-0.025,0.5660,0.0490,-0.0600,0.5520,0.0620,-0.0510
7885,9466042,K07175.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.274268500,,,13.39000,,,,,,,,,0.00362,0.00204,-0.00058,,,,,,,,,,134.36,151.08,-39.00,,,,,,,,,,,,
7886,9468296,K07176.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.748815953,7.8350000e-06,-7.8350000e-06,1.92160,0.05970,-0.05970,1.1657e+04,3.270e+02,-3.270e+02,0.327603,6.809592e+00,-4.160990e-01,1.67375,18.65819,-0.00220,26.94,2.540e+00,-2.830e+00,0.0565,,,799.0,,,96.29,33.71,-27.26,4961.00,151.00,-136.00,4.545,0.078,-0.058,0.7530,0.0710,-0.0790,0.7250,0.0930,-0.0570
7887,10264202,K07300.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.517573708,4.7000000e-08,-4.7000000e-08,2.23102,0.00487,-0.00487,8.7205e+04,1.480e+02,-1.480e+02,0.484349,4.274700e-02,-4.197100e-02,0.81397,0.03723,-0.04128,37.02,6.190e+00,-2.480e+00,0.0116,,,1863.0,,,2827.01,1504.83,-647.74,5427.00,162.00,-162.00,4.633,0.032,-0.104,0.7000,0.1170,-0.0470,0.7760,0.0750,-0.0750
7888,10264293,K07301.01,CANDIDATE,CANDIDATE,0.3970,20.952560400,2.6780000e-04,-2.6780000e-04,3.98600,0.35600,-0.35600,2.3290e+02,2.820e+01,-2.820e+01,0.015160,7.443000e-03,-1.945000e-03,0.93743,1.94683,-0.88820,1.19,1.100e-01,-9.000e-02,0.1364,,,495.0,,,14.20,4.94,-3.37,4885.00,146.00,-131.00,4.610,0.028,-0.056,0.7200,0.0680,-0.0560,0.7730,0.0610,-0.0750
7889,10268809,K07302.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,24.709326860,1.3030000e-05,-1.3030000e-05,5.06980,0.02950,-0.02950,2.9265e+04,1.440e+02,-1.440e+02,0.224642,7.422800e-02,-3.225400e-02,0.81857,0.00249,-0.06682,25.10,8.090e+00,-3.240e+00,0.1672,,,662.0,,,45.33,43.81,-14.85,6065.00,180.00,-180.00,4.427,0.072,-0.217,1.0230,0.3300,-0.1320,1.0180,0.1530,-0.1260
7890,10274244,K07303.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.683692590,4.6200000e-07,-4.6200000e-07,4.22504,0.00190,-0.00190,1.8551e+05,5.530e+01,-5.530e+01,0.395822,5.420000e-04,-2.100000e-05,4.13953,0.05143,-0.09457,30.60,3.240e+00,-3.240e+00,0.0982,,,635.0,,,38.37,13.81,-10.87,5359.00,144.00,-144.00,4.566,0.090,-0.060,0.7080,0.0750,-0.0750,0.6730,0.0750,-0.0300
7891,10275887,K07304.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.726748645,1.1300000e-06,-1.1300000e-06,19.40930,0.01110,-0.01110,3.9341e+05,1.140e+02,-1.140e+02,1.806640,1.680300e-02,-2.271600e-02,0.11328,0.00115,-0.00206,277.38,7.971e+01,-1.061e+02,0.0869,,,997.0,,,233.38,207.21,-154.66,5618.00,186.00,-169.00,4.107,0.378,-0.162,1.4060,0.4040,-0.5380,0.9220,0.1250,-0.0940
7892,10290021,K07305.01,CANDIDATE,CANDIDATE,,3.729209720,9.0680000e-05,-9.0680000e-05,5.01200,0.57200,-0.57200,1.4400e+01,1.900e+00,-1.900e+00,0.003585,1.230000e-04,-4.020000e-04,0.16211,0.10486,-0.07409,0.80,3.000e-02,-2.000e-02,0.0525,,,1713.0,,,2035.92,199.72,-204.19,6215.00,56.00,-56.00,3.955,0.014,-0.014,2.0500,0.0600,-0.0700,1.3700,0.1300,-0.1100
7893,10290447,K07306.01,FALSE POSITIVE,FALSE POSITIVE,,0.691561191,5.0430000e-06,-5.0430000e-06,5.23000,0.68600,-0.68600,1.9010e+03,1.470e+02,-1.470e+02,0.092307,4.907000e-03,-4.637800e-02,0.05598,0.10882,-0.00717,5.91,6.200e-01,-4.300e-01,0.0128,,,1460.0,,,1074.31,472.57,-271.30,4892.00,204.00,-171.00,4.669,0.052,-0.052,0.5860,0.0620,-0.0420,0.5830,0.0560,-0.0250
7894,10292465,K07307.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.353370910,3.0300000e-07,-3.0300000e-07,2.23960,0.01350,-0.01350,1.0456e+05,5.360e+02,-5.360e+02,0.311769,3.420000e-03,-4.030000e-04,1.72523,0.13478,-0.12685,26.69,3.980e+00,-3.270e+00,0.0215,,,1444.0,,,1031.53,518.62,-319.26,5426.00,178.00,-146.00,4.511,0.100,-0.100,0.7840,0.1170,-0.0960,0.7260,0.1050,-0.0450
